Cabinet,Dept,Program,Expense Category,FY21 Actual Expense,FY22 Actual Expense,FY23 Appropriation,FY24 Adopted
People Operations Cabinet,Human Resources,Personnel,Contractual Services,94646.12,313995.46,1245818,1112218
People Operations Cabinet,Human Resources,Personnel,Supplies & Materials,5560.82,12558.2,5580,6830
People Operations Cabinet,Human Resources,Personnel,Current Charges & Obligations,781482.72,725432.21,925637,1018755
People Operations Cabinet,Human Resources,Personnel,Equipment,22460.85,94286.48,#Missing,#Missing
People Operations Cabinet,Human Resources,Affirmative Action,Personnel Services,#Missing,#Missing,#Missing,182236.42
People Operations Cabinet,Human Resources,Affirmative Action,Contractual Services,2024410,50000,61625,52500
People Operations Cabinet,Human Resources,Affirmative Action,Current Charges & Obligations,550,1250,2000,2000
People Operations Cabinet,Human Resources,Health Benefits & Insurance,Personnel Services,847645.04,898109.27,989180.3424,1009653.648
People Operations Cabinet,Human Resources,Health Benefits & Insurance,Contractual Services,14438,68893.64,48494,52010
People Operations Cabinet,Human Resources,Health Benefits & Insurance,Supplies & Materials,43741.12,36608.4,43400,43400
People Operations Cabinet,Human Resources,Health Benefits & Insurance,Current Charges & Obligations,1114.19,1094.16,1250,683.98
People Operations Cabinet,Human Resources,Health Benefits & Insurance,Equipment,475,#Missing,#Missing,#Missing
People Operations Cabinet,Human Resources,Employee Assistance,Personnel Services,257562.52,600934.26,629593.4045,662196.9506
People Operations Cabinet,Human Resources,Employee Assistance,Contractual Services,253.58,1174.98,600,900
People Operations Cabinet,Human Resources,Employee Assistance,Supplies & Materials,#Missing,#Missing,500,500
People Operations Cabinet,Human Resources,Employee Assistance,Current Charges & Obligations,#Missing,#Missing,252,#Missing
People Operations Cabinet,Human Resources,Employee Assistance,Equipment,1955.24,#Missing,#Missing,#Missing
People Operations Cabinet,Human Resources,Workers' Comp,Personnel Services,713423.57,660453.1,798022.5776,907919.5607
People Operations Cabinet,Human Resources,Workers' Comp,Contractual Services,3381.09,5664.48,5550,5650
People Operations Cabinet,Human Resources,Workers' Comp,Supplies & Materials,2392.42,2577.45,8450,6850
People Operations Cabinet,Human Resources,Workers' Comp,Current Charges & Obligations,24026.8,139291.8,135094,162028.79
People Operations Cabinet,Medicare,Medicare Payments,Personnel Services,10542664.41,10890571.81,12635794,12635797
People Operations Cabinet,Office of Labor Relations,Labor Relations,Personnel Services,831980.32,743376.74,1363403.112,1322189.49
People Operations Cabinet,Office of Labor Relations,Labor Relations,Contractual Services,425171.01,542131.91,556813.84,556919.84
People Operations Cabinet,Office of Labor Relations,Labor Relations,Supplies & Materials,434.42,940.44,2700,2700
People Operations Cabinet,Office of Labor Relations,Labor Relations,Current Charges & Obligations,38411.1,32282.88,38250,55123
People Operations Cabinet,Office of Labor Relations,Labor Relations,Equipment,1605.22,5565.36,#Missing,#Missing
People Operations Cabinet,Registry Division,Administration,Personnel Services,331409.42,356615.61,397678.0726,570785.3625
People Operations Cabinet,Registry Division,Administration,Contractual Services,9315.35,9884.17,13053.12,17423
People Operations Cabinet,Registry Division,Administration,Supplies & Materials,13519.99,14779.43,30576.25,39250
People Operations Cabinet,Registry Division,Administration,Current Charges & Obligations,377,373,150,150
People Operations Cabinet,Registry Division,Administration,Equipment,#Missing,210.86,#Missing,#Missing
People Operations Cabinet,Registry Division,Vital Statistics,Personnel Services,545849.31,503509.37,570163.0785,553689.0705
People Operations Cabinet,Registry Division,Vital Statistics,Contractual Services,13237.44,11557.14,30960,33237
People Operations Cabinet,Registry Division,Vital Statistics,Supplies & Materials,23945.6,29022.67,14750,16250
People Operations Cabinet,Registry Division,Vital Statistics,Current Charges & Obligations,#Missing,#Missing,280,280
People Operations Cabinet,Registry Division,Vital Statistics,Equipment,3270,6927.42,#Missing,#Missing
People Operations Cabinet,Registry Division,Depositions,Personnel Services,142609.04,147889.58,156041.5687,155895.695
People Operations Cabinet,Registry Division,Depositions,Contractual Services,-7.14,303.57,#Missing,702
People Operations Cabinet,Registry Division,Depositions,Supplies & Materials,250,250,250,250
People Operations Cabinet,Registry Division,Depositions,Current Charges & Obligations,597.52,550.53,600,402
People Operations Cabinet,Unemployment Compensation,Unemployment Comp,Personnel Services,528212.31,190161.56,350000,350000
People Operations Cabinet,Workers' Compensation Fund,Workers' Compensation Fund,Personnel Services,1831834.33,#Missing,#Missing,#Missing
People Operations Cabinet,Workers' Compensation Fund,Workers' Compensation Fund,Supplies & Materials,275,#Missing,#Missing,#Missing
People Operations Cabinet,Workers' Compensation Fund,Workers' Compensation Fund,Other Expenses,7664.89,1484880.28,2000000,2000000
Human Services Cabinet,Office of Human Services,Human Services Office,Personnel Services,699808.33,517317.46,642013.6343,820455.5307
Human Services Cabinet,Office of Human Services,Human Services Office,Contractual Services,1059930.69,2096670.94,1835000,1839500
Human Services Cabinet,Office of Human Services,Human Services Office,Supplies & Materials,839.06,368.7,7000,7000
Human Services Cabinet,Office of Human Services,Mayor's Office of Food Access,Personnel Services,275896.35,251899.32,#Missing,#Missing
Human Services Cabinet,Office of Human Services,Mayor's Office of Food Access,Contractual Services,395319.44,671321.65,0,#Missing
Human Services Cabinet,Office of Human Services,Mayor's Office of Food Access,Supplies & Materials,2924.97,3013.58,0,#Missing
Human Services Cabinet,Office of Human Services,Mayor's Office of Food Access,Current Charges & Obligations,#Missing,#Missing,0,#Missing
Human Services Cabinet,Office of Human Services,Mayor's Office of Food Access,Equipment,764.99,#Missing,#Missing,#Missing
Human Services Cabinet,Office of Human Services,Mayor's Office of Community Safety,Personnel Services,#Missing,326323.46,713325.707,340260.9629
Human Services Cabinet,Office of Human Services,Mayor's Office of Community Safety,Contractual Services,#Missing,9500,1960918,1478918
Human Services Cabinet,Office of Human Services,Mayor's Office of Community Safety,Supplies & Materials,#Missing,#Missing,3000,1000
Human Services Cabinet,Office of Human Services,Office of Early Childhood,Personnel Services,#Missing,#Missing,227132.368,741057.0429
Human Services Cabinet,Office of Human Services,Office of Early Childhood,Contractual Services,#Missing,#Missing,396980,753730
Human Services Cabinet,Office of Human Services,Office of Early Childhood,Supplies & Materials,#Missing,#Missing,750,3000
Human Services Cabinet,Office of Human Services,Office of Early Childhood,Current Charges & Obligations,#Missing,#Missing,#Missing,1000
Human Services Cabinet,Office of Human Services,Office of Early Childhood,Other Expenses,#Missing,#Missing,#Missing,4000000
Human Services Cabinet,Office of Human Services,Returning Citizens,Personnel Services,#Missing,#Missing,#Missing,989038.3507
Human Services Cabinet,Office of Human Services,Returning Citizens,Contractual Services,#Missing,#Missing,#Missing,1130255
Human Services Cabinet,Office of Human Services,Returning Citizens,Supplies & Materials,#Missing,#Missing,#Missing,2000
Human Services Cabinet,Office of Human Services,Returning Citizens,Current Charges & Obligations,#Missing,#Missing,#Missing,270881
Human Services Cabinet,Office of Human Services,Returning Citizens,Equipment,#Missing,#Missing,#Missing,5000
Human Services Cabinet,Office of Human Services,Office of Youth Engagement & Advancement,Personnel Services,#Missing,#Missing,#Missing,452716.8066
Human Services Cabinet,Office of Human Services,Office of Youth Engagement & Advancement,Contractual Services,#Missing,#Missing,#Missing,200000
Human Services Cabinet,Office of Human Services,Office of Youth Engagement & Advancement,Supplies & Materials,#Missing,#Missing,#Missing,1500
Human Services Cabinet,Office of Human Services,Office of Youth Engagement & Advancement,Equipment,#Missing,#Missing,#Missing,3000
Human Services Cabinet,Office of Human Services,Coordinated Response Team,Personnel Services,#Missing,#Missing,#Missing,311998.7915
Human Services Cabinet,Boston Center for Youth & Families,Administration & Policy,Personnel Services,12492576.78,12247576.2,12288786.31,12628448.22
Human Services Cabinet,Boston Center for Youth & Families,Administration & Policy,Contractual Services,3167630.42,2966998.27,3119077.459,3055820.571
Human Services Cabinet,Boston Center for Youth & Families,Administration & Policy,Supplies & Materials,263322.79,353335.21,358697.586,358698
Human Services Cabinet,Boston Center for Youth & Families,Administration & Policy,Current Charges & Obligations,128044.52,46127.56,282892,447569
Human Services Cabinet,Boston Center for Youth & Families,Administration & Policy,Equipment,98365.7,81064.6,317617,311548
Human Services Cabinet,Boston Center for Youth & Families,Sports & Fitness,Personnel Services,4416704.35,3557295,5344703.107,6081461.145
Human Services Cabinet,Boston Center for Youth & Families,Sports & Fitness,Contractual Services,357.14,400385.7,500500,1000500
Human Services Cabinet,Boston Center for Youth & Families,Youth & Family Services,Personnel Services,4233249.21,3937676.97,5080745.704,2456118.334
Human Services Cabinet,Boston Center for Youth & Families,Youth & Family Services,Contractual Services,41814.28,357722.63,301000,301000
Human Services Cabinet,Boston Center for Youth & Families,Youth & Family Services,Supplies & Materials,#Missing,#Missing,7500,7500
Human Services Cabinet,Boston Center for Youth & Families,Youth & Family Services,Current Charges & Obligations,48102.48,433.34,50000,50000
Human Services Cabinet,Boston Center for Youth & Families,Youth & Family Services,Equipment,7275.4,14342.84,28686,713785.84
Human Services Cabinet,Boston Center for Youth & Families,Child Care & Out-of-School,Personnel Services,1154870.63,1192662.13,1567274.832,1435616.6
Human Services Cabinet,Boston Center for Youth & Families,Child Care & Out-of-School,Contractual Services,851471.15,898858.5,1179500,1174500
Human Services Cabinet,Boston Center for Youth & Families,Child Care & Out-of-School,Supplies & Materials,1074.87,8341.32,9600,10000
Human Services Cabinet,Boston Center for Youth & Families,Child Care & Out-of-School,Current Charges & Obligations,#Missing,542.56,2500,2500
Human Services Cabinet,Age Strong,Age Strong Administration,Personnel Services,762883.3,804228.16,1124753.158,1257506.95
Human Services Cabinet,Age Strong,Age Strong Administration,Contractual Services,311469.51,250368.95,257175,927380.64
Human Services Cabinet,Age Strong,Age Strong Administration,Supplies & Materials,8710.21,48882.68,8850,10400
Human Services Cabinet,Age Strong,Age Strong Administration,Current Charges & Obligations,50785.92,24519.19,25610,23074
Human Services Cabinet,Age Strong,Age Strong Operations,Personnel Services,499872.97,528500,763213.7043,860685.0384
Human Services Cabinet,Age Strong,Age Strong Operations,Contractual Services,302538.08,519965.51,510350,692370
Human Services Cabinet,Age Strong,Age Strong Operations,Supplies & Materials,5454.87,70129.17,229445,234150
Human Services Cabinet,Age Strong,Age Strong Operations,Current Charges & Obligations,250,23788,50000,50000
Human Services Cabinet,Age Strong,Age Strong Transportation,Personnel Services,1264267.87,1174247.02,1423270.006,1558137.856
Human Services Cabinet,Age Strong,Age Strong Transportation,Contractual Services,66756.5,61851.04,69000,68702
Human Services Cabinet,Age Strong,Age Strong Transportation,Supplies & Materials,50540.63,76355.04,77940.8,86640
Human Services Cabinet,Age Strong,Age Strong Transportation,Current Charges & Obligations,7214.63,6118.34,12500,12500
Human Services Cabinet,Age Strong,Age Strong Transportation,Equipment,150247.95,120626.86,34832,34832
Human Services Cabinet,Age Strong,Program & Partnerships,Personnel Services,267281.75,212949.03,489540.1295,1239915.221
Human Services Cabinet,Age Strong,Program & Partnerships,Contractual Services,135177.46,300655.73,968000,884477.2
Human Services Cabinet,Age Strong,Program & Partnerships,Supplies & Materials,500,#Missing,1330,1000
Human Services Cabinet,Library Department,Library Administration,Personnel Services,9186158.14,9336960.95,5598199.492,6064709.87
Human Services Cabinet,Library Department,Library Administration,Contractual Services,8464776.5,9244676.34,594100,726991
Human Services Cabinet,Library Department,Library Administration,Supplies & Materials,4191013.77,3726661.37,3892686,3892686
Human Services Cabinet,Library Department,Library Administration,Current Charges & Obligations,286819.35,248343.7,48610,49225
Human Services Cabinet,Library Department,Library Administration,Equipment,354527.68,380479.71,#Missing,#Missing
Human Services Cabinet,Library Department,Library Administration,Other Expenses,35000,9500,#Missing,#Missing
Human Services Cabinet,Library Department,Community Library Services,Personnel Services,15612790.51,16183782.53,18252286.76,19984698.77
Human Services Cabinet,Library Department,Community Library Services,Contractual Services,18420.87,350510.66,100000,100000
Human Services Cabinet,Library Department,Community Library Services,Supplies & Materials,#Missing,50.14,#Missing,#Missing
Human Services Cabinet,Library Department,Community Library Services,Current Charges & Obligations,15572.8,20244.64,21000,20340
Human Services Cabinet,Library Department,Research Services,Personnel Services,1674383.3,1419759.18,1783087.231,1829674.729
Human Services Cabinet,Library Department,Research Services,Contractual Services,1860.09,3283.12,#Missing,#Missing
Human Services Cabinet,Library Department,Library Operations,Personnel Services,#Missing,#Missing,4057665.272,4387886.895
Human Services Cabinet,Library Department,Library Operations,Contractual Services,#Missing,#Missing,8594382.399,10174417.05
Human Services Cabinet,Library Department,Library Operations,Supplies & Materials,#Missing,#Missing,22000,22000
Human Services Cabinet,Library Department,Library Operations,Current Charges & Obligations,#Missing,#Missing,566262,645574
Human Services Cabinet,Library Department,Library Operations,Equipment,#Missing,#Missing,390254.08,445934.13
Human Services Cabinet,Library Department,Library Operations,Other Expenses,#Missing,#Missing,35000,35000
Human Services Cabinet,Boston VETS,Veterans' Services,Personnel Services,911830.55,943570.04,1128408.395,1204920.409
Human Services Cabinet,Boston VETS,Veterans' Services,Contractual Services,87375.91,126532.91,185202,185702
Human Services Cabinet,Boston VETS,Veterans' Services,Supplies & Materials,44362.06,75198.68,71550,71550
Human Services Cabinet,Boston VETS,Veterans' Services,Current Charges & Obligations,1564410.94,1410232.28,3331601,3331008
Human Services Cabinet,Boston VETS,Veterans' Services,Equipment,#Missing,664.99,#Missing,#Missing
Public Health Cabinet,Public Health Commission,Public Health Commission,Other Expenses,106473529,114802081,117994237,129907346.4
Housing Cabinet,Mayor's Office of Housing,Mayor's Office of Housing Administration,Personnel Services,1550222.146,1544234.12,1778037.287,2290300.801
Housing Cabinet,Mayor's Office of Housing,Mayor's Office of Housing Administration,Contractual Services,396214.59,218159.48,760360.4363,297083.9716
Housing Cabinet,Mayor's Office of Housing,Mayor's Office of Housing Administration,Supplies & Materials,14841.5,20810.88,22000,22150
Housing Cabinet,Mayor's Office of Housing,Mayor's Office of Housing Administration,Current Charges & Obligations,67244.66,73015.32,92938,92258
Housing Cabinet,Mayor's Office of Housing,Mayor's Office of Housing Administration,Equipment,6470,23160,22986,22986
Housing Cabinet,Mayor's Office of Housing,Real Estate Management & Sales,Personnel Services,881977.49,933562.79,1040934.617,1064707.965
Housing Cabinet,Mayor's Office of Housing,Real Estate Management & Sales,Contractual Services,1075305.17,1289553.41,2093700.2,2085708
Housing Cabinet,Mayor's Office of Housing,Real Estate Management & Sales,Supplies & Materials,1750,6177.06,6750,7063
Housing Cabinet,Mayor's Office of Housing,Real Estate Management & Sales,Current Charges & Obligations,13770,11285,31650,31650
Housing Cabinet,Mayor's Office of Housing,Housing Development & Services,Personnel Services,1717317.35,1737982,3089204.362,3109686.668
Housing Cabinet,Mayor's Office of Housing,Housing Development & Services,Contractual Services,462141.2,462394.3,488500,503611.2
Housing Cabinet,Mayor's Office of Housing,Housing Development & Services,Supplies & Materials,3369.9,4425.11,3750,6525
Housing Cabinet,Mayor's Office of Housing,Housing Development & Services,Other Expenses,22863343,28963343,35213343,39889343
Information & Technology Cabinet,Department of Innovation and Technology,DoIT Operations,Personnel Services,1630258.07,1424440.45,1832732.276,2464184.007
Information & Technology Cabinet,Department of Innovation and Technology,DoIT Operations,Contractual Services,4680716.21,2525498.64,640971.4,1060092
Information & Technology Cabinet,Department of Innovation and Technology,DoIT Operations,Supplies & Materials,222943.64,42237.89,12450,15715
Information & Technology Cabinet,Department of Innovation and Technology,DoIT Operations,Current Charges & Obligations,1301985.99,5198883.37,188688,261197
Information & Technology Cabinet,Department of Innovation and Technology,DoIT Operations,Equipment,938112.96,761887.85,765642.54,900013.76
Information & Technology Cabinet,Department of Innovation and Technology,Enterprise Applications,Personnel Services,5582106.49,6392003.23,5644576.643,6194621.103
Information & Technology Cabinet,Department of Innovation and Technology,Enterprise Applications,Contractual Services,2020283.65,1596487.22,100000,100000
Information & Technology Cabinet,Department of Innovation and Technology,Enterprise Applications,Current Charges & Obligations,6428644.39,4074174.55,8729943.86,9818845.81
Information & Technology Cabinet,Department of Innovation and Technology,Enterprise Applications,Equipment,#Missing,457976.88,#Missing,#Missing
Information & Technology Cabinet,Department of Innovation and Technology,Digital Engagement & Services,Personnel Services,783328.03,609206.97,1041450.395,1042541.495
Information & Technology Cabinet,Department of Innovation and Technology,Digital Engagement & Services,Contractual Services,144.66,1060350.28,362000,362000
Information & Technology Cabinet,Department of Innovation and Technology,Digital Engagement & Services,Current Charges & Obligations,844820.65,960080.68,854680,903440.39
Information & Technology Cabinet,Department of Innovation and Technology,Digital Engagement & Services,Equipment,#Missing,#Missing,5000,18000
Information & Technology Cabinet,Department of Innovation and Technology,Core Infrastructure,Personnel Services,4528657.86,4655450.39,4439973.905,4033369.146
Information & Technology Cabinet,Department of Innovation and Technology,Core Infrastructure,Contractual Services,2675861.57,4853551.27,4250393.96,4418175.84
Information & Technology Cabinet,Department of Innovation and Technology,Core Infrastructure,Supplies & Materials,22892.6,282808.4,30250,35535
Information & Technology Cabinet,Department of Innovation and Technology,Core Infrastructure,Current Charges & Obligations,7947246.16,9003673.01,10431136.87,9796399.03
Information & Technology Cabinet,Department of Innovation and Technology,Core Infrastructure,Equipment,78389.21,830840.16,242761.52,259777.34
Information & Technology Cabinet,Department of Innovation and Technology,Data & Analytics,Personnel Services,594282.77,761001.6,1058891.297,1007680.227
Information & Technology Cabinet,Department of Innovation and Technology,Data & Analytics,Contractual Services,55011.78,418915.36,100000,250000
Information & Technology Cabinet,Department of Innovation and Technology,Data & Analytics,Current Charges & Obligations,504047.43,153773.75,513112.792,832129.84
Information & Technology Cabinet,Department of Innovation and Technology,Broadband & Digital Equity,Personnel Services,383817.93,437345.98,541561.7437,564307.4384
Information & Technology Cabinet,Department of Innovation and Technology,Broadband & Digital Equity,Contractual Services,-69.64,98893.92,191500,191500
Information & Technology Cabinet,Department of Innovation and Technology,Broadband & Digital Equity,Supplies & Materials,250,250,250,#Missing
Public Safety Cabinet,Emergency Management,Homeland Security,Personnel Services,330905.75,487169.11,551200.7671,693883.1867
Public Safety Cabinet,Emergency Management,Homeland Security,Contractual Services,294800.05,263021.52,343508,368787.96
Public Safety Cabinet,Emergency Management,Homeland Security,Supplies & Materials,2795.8,5220.4,6000,6000
Public Safety Cabinet,Emergency Management,Homeland Security,Current Charges & Obligations,366090.48,376860.54,386857.2,398462.88
Public Safety Cabinet,Emergency Management,Homeland Security,Equipment,11913.52,3492.25,#Missing,#Missing
Public Safety Cabinet,Fire Department,BFD Administration,Personnel Services,12592230.13,15230893.3,16664713.85,12306200.79
Public Safety Cabinet,Fire Department,BFD Administration,Contractual Services,2776881.2,3796522.64,3019667.062,3347210.07
Public Safety Cabinet,Fire Department,BFD Administration,Supplies & Materials,88805.12,166477.88,211825,215092
Public Safety Cabinet,Fire Department,BFD Administration,Current Charges & Obligations,3753364.75,3855333.96,3942579,3933725.4
Public Safety Cabinet,Fire Department,BFD Administration,Equipment,#Missing,#Missing,0,#Missing
Public Safety Cabinet,Fire Department,Boston Fire Suppression,Personnel Services,199783710.1,212139442.5,202171628.3,202277294.1
Public Safety Cabinet,Fire Department,Boston Fire Suppression,Contractual Services,1135817.16,1324006.02,1170560,1216742.5
Public Safety Cabinet,Fire Department,Boston Fire Suppression,Supplies & Materials,2475576.19,3891533.46,3132138.951,3340422.9
Public Safety Cabinet,Fire Department,Boston Fire Suppression,Current Charges & Obligations,6169.61,7862.28,51132,35809.21
Public Safety Cabinet,Fire Department,Boston Fire Suppression,Equipment,3830744.94,4888280.57,2022384.583,3101219.2
Public Safety Cabinet,Fire Department,Fire Alarm,Personnel Services,7907473.81,9101912.12,9434857.604,11204422.99
Public Safety Cabinet,Fire Department,Fire Alarm,Contractual Services,1289517.23,1649257.07,1360120,1348768
Public Safety Cabinet,Fire Department,Fire Alarm,Supplies & Materials,100191.09,222599.47,147679,147679
Public Safety Cabinet,Fire Department,Fire Alarm,Current Charges & Obligations,306248.04,260955.58,257998,235565
Public Safety Cabinet,Fire Department,Fire Alarm,Equipment,582064.04,291516.9,914870.03,1120223.565
Public Safety Cabinet,Fire Department,BFD Training,Personnel Services,4302070.44,5153539.72,5585078.862,5620597.406
Public Safety Cabinet,Fire Department,BFD Training,Contractual Services,88743.36,156538.94,100800,100800
Public Safety Cabinet,Fire Department,BFD Training,Supplies & Materials,74461.82,50607.21,129965,129965
Public Safety Cabinet,Fire Department,BFD Training,Current Charges & Obligations,2230,17444.5,16130,15830
Public Safety Cabinet,Fire Department,BFD Training,Equipment,23517,40485.88,41100,84100
Public Safety Cabinet,Fire Department,BFD Maintenance,Personnel Services,3544002.56,3981462.47,3955168.889,4153370.528
Public Safety Cabinet,Fire Department,BFD Maintenance,Contractual Services,4104454.28,5257566.09,3708737,4109457
Public Safety Cabinet,Fire Department,BFD Maintenance,Supplies & Materials,2784896.77,1664727.54,2465875,2915875
Public Safety Cabinet,Fire Department,BFD Maintenance,Current Charges & Obligations,53466.63,44844.41,718753,753753
Public Safety Cabinet,Fire Department,BFD Maintenance,Equipment,2751600.11,596471.52,616938.91,1605926.26
Public Safety Cabinet,Fire Department,BFD Maintenance,Other Expenses,29997,19998,20000,20000
Public Safety Cabinet,Fire Department,BFD Fire Prevention,Personnel Services,13496706.81,14215966.08,13818274.29,13515511.18
Public Safety Cabinet,Fire Department,BFD Fire Prevention,Contractual Services,53341.24,95576.27,126981,88851
Public Safety Cabinet,Fire Department,BFD Fire Prevention,Supplies & Materials,79183.43,115862.64,141450,141450
Public Safety Cabinet,Fire Department,BFD Fire Prevention,Current Charges & Obligations,145319.19,159547.67,132819,132819
Public Safety Cabinet,Fire Department,BFD Fire Prevention,Equipment,15719.99,351.09,1800,1800
Public Safety Cabinet,Fire Department,"Firefighter Safety, Health and Wellness",Personnel Services,710660.81,766424.03,720363.8731,731403.5967
Public Safety Cabinet,Fire Department,"Firefighter Safety, Health and Wellness",Contractual Services,61235.9,198385.2,77000,77000
Public Safety Cabinet,Fire Department,"Firefighter Safety, Health and Wellness",Supplies & Materials,2335.59,137946.63,22200,22200
Public Safety Cabinet,Fire Department,"Firefighter Safety, Health and Wellness",Current Charges & Obligations,#Missing,#Missing,1000,1000
Public Safety Cabinet,Fire Department,"Firefighter Safety, Health and Wellness",Equipment,7190,13412,0,15000
Public Safety Cabinet,Police Department,Police Commissioner's Office,Personnel Services,15107448.44,13905800.98,12558200.81,11963248.27
Public Safety Cabinet,Police Department,Police Commissioner's Office,Contractual Services,625979.88,456754.29,714584,1010684
Public Safety Cabinet,Police Department,Police Commissioner's Office,Supplies & Materials,111187.96,91093.07,50900,58900
Public Safety Cabinet,Police Department,Police Commissioner's Office,Current Charges & Obligations,32052.21,18859.91,35123,37623
Public Safety Cabinet,Police Department,Police Commissioner's Office,Equipment,6282,#Missing,25885,25885
Public Safety Cabinet,Police Department,Bureau of Community Engagement,Personnel Services,4061872.84,4138102.98,4127335.26,3625351.262
Public Safety Cabinet,Police Department,Bureau of Community Engagement,Contractual Services,640,2560,110000,697500
Public Safety Cabinet,Police Department,Bureau of Community Engagement,Supplies & Materials,22675,33506.67,20000,30000
Public Safety Cabinet,Police Department,Bureau of Community Engagement,Current Charges & Obligations,120,2234.99,7500,15500
Public Safety Cabinet,Police Department,Bureau of Community Engagement,Equipment,#Missing,298.2,12500,12500
Public Safety Cabinet,Police Department,BAT-Operations,Personnel Services,6457189.73,6549542.93,6950073.704,6859867.454
Public Safety Cabinet,Police Department,BAT-Operations,Contractual Services,3758262.32,4112156.85,3914902,4292452
Public Safety Cabinet,Police Department,BAT-Operations,Supplies & Materials,3220538.41,4176912.76,4426341,4758947
Public Safety Cabinet,Police Department,BAT-Operations,Current Charges & Obligations,296962.27,481463.54,580160,522660
Public Safety Cabinet,Police Department,BAT-Operations,Equipment,7926529.54,2872937.96,4221828.702,5028867.362
Public Safety Cabinet,Police Department,BAT-Admin & Technology,Personnel Services,58557010.83,56709476.57,56840015.31,55826952.91
Public Safety Cabinet,Police Department,BAT-Admin & Technology,Contractual Services,15371483.83,15412761.5,18828994.67,19180612.66
Public Safety Cabinet,Police Department,BAT-Admin & Technology,Supplies & Materials,1001241.35,929722.49,819683,850813
Public Safety Cabinet,Police Department,BAT-Admin & Technology,Current Charges & Obligations,7111875.77,6187193.2,4654836,4962890
Public Safety Cabinet,Police Department,BAT-Admin & Technology,Equipment,2222091.54,681979.78,1487399.936,1711503.569
Public Safety Cabinet,Police Department,Bureau of Professional Development,Personnel Services,6065866.65,6939476.11,5396952.376,5921669.9
Public Safety Cabinet,Police Department,Bureau of Professional Development,Contractual Services,89083.9,113559.38,236546,288756
Public Safety Cabinet,Police Department,Bureau of Professional Development,Supplies & Materials,323967.21,672764.52,582626,657245
Public Safety Cabinet,Police Department,Bureau of Professional Development,Current Charges & Obligations,29728.01,22029.92,9950,15500
Public Safety Cabinet,Police Department,Bureau of Professional Development,Equipment,12742,1379.98,29100,40000
Public Safety Cabinet,Police Department,Bureau of Field Services,Personnel Services,195968565.7,201143188.8,187121079,195026826.2
Public Safety Cabinet,Police Department,Bureau of Field Services,Contractual Services,497871.59,267869.66,290481,288184
Public Safety Cabinet,Police Department,Bureau of Field Services,Supplies & Materials,1540739.45,1468222.89,2399975.15,2519856
Public Safety Cabinet,Police Department,Bureau of Field Services,Current Charges & Obligations,2291.59,1475,52600,82950
Public Safety Cabinet,Police Department,Bureau of Field Services,Equipment,201991.33,100523.78,239072,240291
Public Safety Cabinet,Police Department,Bureau of Professional Standards,Personnel Services,5425993.19,5198593.6,4276386.23,3792057.562
Public Safety Cabinet,Police Department,Bureau of Professional Standards,Contractual Services,85529,93639.89,130118,130118
Public Safety Cabinet,Police Department,Bureau of Professional Standards,Supplies & Materials,20866.67,19250.01,#Missing,#Missing
Public Safety Cabinet,Police Department,Bureau of Professional Standards,Current Charges & Obligations,50721.89,40980,40730,40730
Public Safety Cabinet,Police Department,Bureau of Professional Standards,Equipment,379.92,2211.43,5000,5000
Public Safety Cabinet,Police Department,Bureau of Investigative Services,Personnel Services,80589542.53,81481053.38,69764791.53,69434146.71
Public Safety Cabinet,Police Department,Bureau of Investigative Services,Contractual Services,450260.3,416625.69,628241,757644
Public Safety Cabinet,Police Department,Bureau of Investigative Services,Supplies & Materials,618141.88,681375.98,493304,573303
Public Safety Cabinet,Police Department,Bureau of Investigative Services,Current Charges & Obligations,346336.41,109289.6,148969,188565
Public Safety Cabinet,Police Department,Bureau of Investigative Services,Equipment,144869.73,168023.84,83090,99176
Public Safety Cabinet,Police Department,Bureau of Intelligence & Analysis,Personnel Services,4542834.03,4687519.12,3592529.922,3398416.706
Public Safety Cabinet,Police Department,Bureau of Intelligence & Analysis,Contractual Services,-17.85,381.78,#Missing,#Missing
Public Safety Cabinet,Police Department,Bureau of Intelligence & Analysis,Supplies & Materials,17750,18783.34,#Missing,#Missing
Streets Cabinet,Central Fleet Management,Fleet Services,Personnel Services,2463203.72,2565820.59,2395145.273,2346303.545
Streets Cabinet,Central Fleet Management,Fleet Services,Contractual Services,158137.29,443954.56,452796,520415
Streets Cabinet,Central Fleet Management,Fleet Services,Supplies & Materials,475685.1,565252.73,104585.2224,100115.79
Streets Cabinet,Central Fleet Management,Fleet Services,Current Charges & Obligations,105352.57,3341.05,6350,5757
Streets Cabinet,Central Fleet Management,Fleet Services,Equipment,244165.47,306665.41,364203.1,383201.145
Streets Cabinet,Office of Streets,Admin & Finance,Personnel Services,1920900.05,1779760.85,2563618.823,3130717.96
Streets Cabinet,Office of Streets,Admin & Finance,Contractual Services,396.43,19538.57,24050,534050
Streets Cabinet,Office of Streets,Admin & Finance,Supplies & Materials,1500,2984.01,6650,6650
Streets Cabinet,Office of Streets,Admin & Finance,Current Charges & Obligations,1576,531,6600,6600
Streets Cabinet,Office of Streets,Admin & Finance,Equipment,2384.79,1044.34,172,#Missing
Streets Cabinet,Public Works Department,PWD Commissioner's Office,Personnel Services,1178033.83,1101560.87,1282786.179,1139829.314
Streets Cabinet,Public Works Department,PWD Commissioner's Office,Contractual Services,314622.7,369841.12,298500,299400
